	7 days post-amputation dnHIF1a-expressing adult zebrafish, sample 3	Unamputated dnHIF1a-expressing adult zebrafish, sample 2	Unamputated dnHIF1a-expressing adult zebrafish, sample 1	Unamputated wildtype adult zebrafish, sample 3	7 days post-amputation wildtype adult zebrafish, sample 1	7 days post-amputation wildtype adult zebrafish, sample 3	Unamputated dnHIF1a-expressing adult zebrafish, sample 3	7 days post-amputation wildtype adult zebrafish, sample 2	Unamputated wildtype adult zebrafish, sample 1	7 days post-amputation dnHIF1a-expressing adult zebrafish, sample 1	Unamputated wildtype adult zebrafish, sample 2	7 days post-amputation dnHIF1a-expressing adult zebrafish, sample 2
ENSDARG00000012899	0.38645418	0.4105326	0.56911928	0.54024523	0.39102419	0.38382597	0.49126722	0.27322571	0.84240734	0.46585578	0.50461469	0.60285335
ENSDARG00000012903	-0.22668261	-0.20487207	-0.20988049999999997	-0.14032106	-0.21763104	-0.21990901	-0.18118044	-0.20395916	-0.21888645	-0.16031005	-0.22165783	-0.17927133
ENSDARG00000012914	1.63218329	1.40052598	1.55440141	1.57681119	1.72813378	1.85319783	1.55374428	1.81492439	2.03142774	1.77318027	1.50630367	1.84753483
ENSDARG00000012915	0.95946894	0.82579454	1.04865311	1.08464571	1.09082682	1.13604865	0.99470548	1.17108476	1.0969354	1.13788968	0.93438704	1.05423011
ENSDARG00000012927	0.13554339	0.27323859	0.38124571	0.40133715	0.19979965	0.29393586	0.33644819	0.22582884	0.37382376	0.12067148	0.36058563	0.11067821
ENSDARG00000012929	0.37009771	0.53523507	0.61615996	0.57587302	0.42250005	0.37668097	0.54503786	0.40755792	0.59815889	0.39366841	0.61503059	0.49559146
ENSDARG00000012932	0.58840117	0.6964906999999999	0.68272577	0.80881756	0.75547441	0.74003185	0.67196167	0.6827903000000001	0.67207893	0.52841928	0.71129345	0.51820649
ENSDARG00000012942	0.25853645	0.27763034	0.19490156	0.17389582	0.20812511	0.27588987	0.21483418	0.31174011	0.08699034	0.16390336	0.21774397	0.24441929999999998
ENSDARG00000012946	0.66748551	0.76231991	0.81682782	0.75267179	0.944833	0.93481223	0.83189749	0.87193761	0.74098248	0.82597462	0.79633417	0.79069527
ENSDARG00000012947	1.19287	1.34250379	1.39948951	1.45270463	1.31012763	1.21899413	1.37754191	1.25332059	1.37066349	1.31116895	1.29518112	1.23984841
ENSDARG00000012968	-0.24843753	-0.24490252	-0.25822199	-0.2468214	-0.2333286	-0.26588335	-0.31260879	-0.25160284	-0.27427232	-0.23572154	-0.27113434	-0.24902229
ENSDARG00000012981	-0.26212389	-0.23313482	-0.21454295	-0.23101679	-0.2355844	-0.24783053	-0.25786371	-0.21616501	-0.21873591	-0.20435747	-0.21707012	-0.25787399
ENSDARG00000012987	2.89929132	2.86706467	2.93826027	3.03388193	2.8788116	2.79958903	2.84351755	2.87469972	2.89818934	3.07546375	2.95104438	2.97925895
ENSDARG00000013009	0.74225021	0.68987962	0.71922403	0.67117401	0.48917489	0.57222982	0.72656722	0.53798055	0.70344027	0.67045453	0.59630993	0.66827282
ENSDARG00000013016	0.44954376	0.45516318	0.50287614	0.56562425	0.47461091	0.54342589	0.52201955	0.59462855	0.68471221	0.66214153	0.62518645	0.4843835999999999
ENSDARG00000013023	-0.02858993	0.02429139	0.01267225	-0.01060535	-0.00687624	0.03974634	0.02515506	-0.04380649	0.02338325	-0.02024485	0.01958161	-0.01852512
ENSDARG00000013031	0.58721401	0.80258196	0.76463978	0.80386699	0.6558590999999999	0.70850947	0.8796111999999999	0.67864511	1.04516384	0.6839605	0.85880827	0.67349113
ENSDARG00000013044	2.55398591	2.73195079	2.72260165	2.92074059	2.63270032	2.5813699	2.77820703	2.67698223	2.74061214	2.73762388	2.87760447	2.69939657
ENSDARG00000013056	-0.22320964	-0.23308689	-0.19280886	-0.18608294	-0.16999554	-0.21070847	-0.2001184	-0.19948854	-0.21532636	-0.15215279999999998	-0.15590224	-0.17198642
ENSDARG00000013058	-0.00533301	0.03484889	-0.00940452	0.1058507	0.1103087	0.00198212	0.03023074	0.07561622	0.06851018	0.01257597	0.03522886	-0.01180577
ENSDARG00000013063	-0.15255766	-0.2549247	-0.20566331	-0.13206321	-0.13643049	-0.05909446	-0.23619782	-0.1292951	-0.15179281	-0.1988761	-0.03767786	-0.08266130000000001
ENSDARG00000013076	0.59981595	0.64007503	0.72138603	0.72260269	0.55581228	0.54439918	0.85511076	0.61519927	0.77866877	0.56261507	0.7375550999999999	0.53924673
ENSDARG00000013078	2.26574038	2.27746922	2.23648621	2.23219406	2.19652777	2.23658395	2.23711351	2.24268102	2.23659045	2.28279366	2.28311608	2.25075415
ENSDARG00000013079	-0.12341081	-0.03984233	0.02455315	0.13048458	0.04964717	0.05599432	0.00598026	0.00214073	0.06008971	-0.05657429	0.09799669	-0.11490858
ENSDARG00000013082	0.15238385	0.08498806	0.04554537	-0.00424343	0.04480356	0.10061864	0.0077846	0.09979033	-0.04414381	0.14405386	0.00434817	0.0981846
ENSDARG00000013087	1.75172359	1.6851821	1.55753147	1.21231319	1.72639622	1.61003188	1.24390409	2.1841651	1.15074686	1.42664208	1.13969254	1.72196671
ENSDARG00000013095	0.58556534	0.56830704	0.59711398	0.53695424	0.67219911	0.77137521	0.57157468	0.6368126999999999	0.66963975	0.5872071999999999	0.62730373	0.65329368
ENSDARG00000013110	0.70889916	0.70404719	0.67275903	0.48521609	1.01055726	1.00650077	0.56682073	0.70559957	0.49868871	0.59933951	0.62974831	0.45080803
ENSDARG00000013117	0.44318758	0.46938426	0.4923702999999999	0.49351135	0.47688626	0.50900339	0.45037099	0.47558028	0.45939496	0.42621783	0.42175169	0.44960133
ENSDARG00000013122	1.09398903	1.09733842	1.16013026	1.00425576	1.38833018	1.33509191	1.12726304	1.22844098	0.90539073	0.99368161	0.95793786	0.87946545
ENSDARG00000013125	-0.1415523	-0.15170022	-0.15898911	-0.14029516	-0.20654538	-0.14501602	-0.16871036	-0.14927554	-0.18731910000000002	-0.12593955	-0.17469305	-0.11952678
ENSDARG00000013144	3.3778831	3.40828174	3.38010668	3.35793383	3.21066997	3.19256678	3.3953453000000002	3.1753815	3.35832723	3.30436738	3.33582739	3.35238473
ENSDARG00000013150	0.16777375	0.26630621	0.18858852	0.16414973	0.16215184	0.14868234	0.25147109	0.16400355	0.22999405	0.20540534	0.19562268	0.23391348
ENSDARG00000013161	0.42741864	0.35783866	0.47706429	0.54039824	0.53181237	0.57585581	0.42258416	0.53596838	0.7102459	0.36575756	0.68069286	0.38245582
ENSDARG00000013168	0.14822539999999998	0.0949423	0.14896572	0.08167497	0.2694994	0.28293621	0.09955869	0.22387374	0.0587269	0.17666388	0.04994712	0.18992258
ENSDARG00000013207	1.48300005	1.72402794	1.64777853	1.67135199	1.45042637	1.45383348	1.53444578	1.53634085	1.71987057	1.67236482	1.62142855	1.62287056
ENSDARG00000013221	0.94685463	0.55287995	0.63141246	0.35498067	0.49952561	0.47541116	0.57667958	0.5780321999999999	0.22263832	1.12979542	0.28618634	1.16008928
ENSDARG00000013224	0.36657417	0.30370208	0.36890236	0.21328606	0.22147952	0.19248812	0.28086381	0.18912374	0.2469143	0.35909636	0.22618967	0.45443004
ENSDARG00000013250	0.38041599	0.38588572	0.38083277	0.47745293	0.36218	0.42454258	0.44170207	0.37389002	0.68575128	0.42763552	0.50743056	0.38032969
ENSDARG00000013279	0.22436889999999998	0.17944438	0.19736756	0.23233296	0.26608192	0.32332056	0.16294609	0.21695868	0.15346191	0.23467191	0.22671133	0.19358768
ENSDARG00000013295	-0.21211462	-0.21295583	-0.22026631	-0.20419716	-0.14594548	-0.23356363	-0.21028989	-0.27238067	-0.21413663	-0.20085746	-0.21927156	-0.1847636
ENSDARG00000013302	0.00965002	-0.05444188	-0.05963833	-0.05276428	0.00534183	-0.04542109	-0.0689467	-0.04278323	-0.05355317	-0.06949506	-0.09251554	-0.08164431
ENSDARG00000013307	4.20966371	4.30702891	4.33380765	4.31736185	4.10610133	3.95616062	4.29420543	4.01951769	4.04506812	4.27102584	4.3283005999999995	4.21976827
ENSDARG00000013312	0.50734599	0.612826	0.4764848	0.57405769	0.44438509	0.35746849	0.52619584	0.49806167	0.37374028	0.47268396	0.55895894	0.4766794
ENSDARG00000013317	2.79171888	2.73303897	2.81438374	3.04235417	2.79540828	2.57531794	2.70248508	2.72952433	2.83117719	2.82357819	2.94087438	2.71012279
ENSDARG00000013329	0.23768313	0.23141969	0.27951223	0.26145684	0.24230059999999998	0.24131193	0.25387181	0.30695424	0.35349172	0.22329371	0.20160066	0.18958822
ENSDARG00000013333	2.67311509	2.89042238	2.72319315	2.93952125	2.67337595	2.7122903999999997	2.91870076	2.7307237	2.81776935	2.92624356	2.95008555	2.78117662
ENSDARG00000013335	0.00280246	2.00657688	1.7960759999999998	2.79994716	2.60991112	2.59788258	2.07052721	2.61905898	2.76129607	2.36065274	2.74487448	2.18525198
ENSDARG00000013351	3.04136356	3.17481182	3.1652673	2.99990639	2.86479299	2.89574411	3.17970676	2.7815072	3.06940183	3.16130314	2.99105412	3.11095286
ENSDARG00000013371	0.35440644	0.37109394	0.35019693	0.35775824	0.33527116	0.38454028	0.31903769	0.39070043	0.32560933	0.42402728	0.25101777	0.44952279
ENSDARG00000013379	-0.05119928	-0.02788719	-0.01297244	-0.01883867	-0.02819616	-0.00988551	-0.0138102	-0.0050411	-0.04939732	0.01799292	-0.01621134	-0.02143971
ENSDARG00000013382	0.98871146	1.02069964	1.02610172	1.06239225	1.02768388	1.04744493	1.04211142	0.96537331	1.07484306	0.97456567	1.00347921	1.01489827
ENSDARG00000013393	-0.08652230000000001	-0.12356244	-0.12905717	-0.10944841	-0.13486296	-0.09883564	-0.14172448	-0.17990654	-0.16063836	-0.08208635	-0.15297522	-0.18546841
ENSDARG00000013397	0.30741454	0.36007549	0.30681563	0.28228717	0.28778998	0.24408872	0.42197452	0.32928243	0.36882602	0.31858762	0.3338415	0.30428858
ENSDARG00000013409	-0.19379883	-0.14784869	-0.10685609	-0.1176528	-0.15309620000000002	-0.13158484	-0.12384907	-0.16137724	-0.13198044	-0.12129445	-0.10100762	-0.17372613
ENSDARG00000013414	-0.14589604	-0.14936497	-0.12384727	-0.22069776	-0.00486464	-0.09527701	-0.18724459	-0.09191163	-0.17214767	-0.10889366	-0.17847961	-0.13337757
ENSDARG00000013415	0.25971767	0.16327328	0.20021053	0.08360831	0.18936085	0.18154999	0.22475718	0.12543468	0.10745925	0.27588228	0.03275244	0.27149083
ENSDARG00000013434	-0.02576604	0.03768295	0.02434143	0.01267251	-0.04126848	-0.00701397	0.05013154	0.02464256	0.03116851	-0.04068485	0.00690222	-0.011180599999999999
ENSDARG00000013438	-0.24991502	-0.23400979	-0.24700839	-0.22025374	-0.20811207	-0.20614506	-0.27923791	-0.29041518	-0.24673075	-0.26703425	-0.23103037	-0.27037157
ENSDARG00000013441	0.40222121	0.39197442	0.36748158	0.64401464	0.28426332	0.36105266	0.52732471	0.47426061	0.52561624	0.34358173	0.48129526	0.39514111
ENSDARG00000013443	1.2682621	0.92613806	0.9322187	0.93199123	1.11465002	1.26152347	0.88810442	1.27387566	1.1642946	1.25802385	0.89313499	1.12850053
ENSDARG00000013472	0.33833354	0.36612266	0.31920991	0.34401167	0.28910972	0.34359596	0.44941897	0.32682484	0.31274606	0.3120019	0.26747577	0.28125294
ENSDARG00000013475	2.33986136	2.44831665	2.63965128	2.29196228	1.98904473	2.0733813999999997	2.65077888	2.06259049	2.28408523	2.3143685	2.26185467	2.39337426
ENSDARG00000013476	-0.19534847	-0.31549063	-0.24824169999999998	-0.2769331	-0.21995647	-0.10934314	-0.24880936	-0.25291488	-0.19052751	-0.21135617	-0.20300648	-0.17068283
ENSDARG00000013477	0.52642447	0.44742756	0.26381497	0.13431597	0.71430295	0.6680347	0.24676114	0.29952232	0.27736394	0.25358062	0.16258417	0.13369399
ENSDARG00000013478	0.26891206	0.22803076	0.37126704	0.32995418	0.26574017	0.32260245	0.3365841	0.25261859	0.54825744	0.31047486	0.39153731	0.30402286
ENSDARG00000013505	0.97001478	1.07048708	1.09082765	1.04855308	0.99382178	0.86611123	1.04663515	0.95747249	1.14882499	0.97083216	1.05573858	1.09085315
ENSDARG00000013522	-0.1136763	-0.0935748	-0.09502382	-0.10779886	-0.12454639	-0.16904354	-0.05174517	-0.11267125	-0.10669967	-0.10772152	-0.05794987	-0.12894003
ENSDARG00000013528	-0.11599426	-0.10974966	-0.1082835	-0.08127497	-0.0819947	-0.17020168	-0.10956701	-0.20517692	-0.11884993	-0.13339618	-0.03989336	-0.12034015
ENSDARG00000013539	-0.05294863	-0.03719175	-0.08414536	-0.07821327	0.0556587	0.13809945	-0.11766614	0.07058099	0.02978785	-0.06015657	0.09316244	-0.13223158
ENSDARG00000013542	0.91505003	0.86127742	0.93502734	0.85858268	0.79498113	0.76806033	0.92671766	0.87247632	1.03240358	0.84260693	0.80168623	0.96086941
ENSDARG00000013561	1.62580859	1.68692568	1.73946352	1.97052516	1.60321345	1.54339445	1.70045771	1.68994926	1.8659641	1.72140146	1.78856038	1.72684447
ENSDARG00000013575	0.23413314	0.13038347	0.14282303	0.05948382	0.06898722	0.18583829	0.25631908	0.16664493	0.06178798	0.24291327	-0.00736189	0.18811418
ENSDARG00000013576	0.02933633	0.013728799999999998	-0.02588444	0.10886104	0.05645018	0.056176800000000006	0.02878134	0.23220087	0.07363612	0.13817133	0.02279299	0.09570268
ENSDARG00000013582	0.44678832	0.45806716	0.49492485	0.42597948	0.32377968	0.38517939	0.57105024	0.35862776	0.49228856	0.4215411	0.41473469	0.40699688
ENSDARG00000013613	-0.07475123	-0.07219930000000001	-0.11814133	-0.20707858	-0.10738679999999999	-0.00335688	-0.15747797	-0.09254091	-0.21524433	-0.08541401	-0.2522166	-0.12042574
ENSDARG00000013615	-0.18008934	-0.26478521	-0.21649999	-0.18970019	-0.15159518	-0.13996351	-0.20693213	-0.14551534	-0.21102065	-0.16822076	-0.2374064	-0.21492309
ENSDARG00000013623	3.23999307	3.37396155	3.43035974	3.30676675	3.14540189	2.97328724	3.41663502	3.17081339	3.17009985	3.22057512	3.34104882	3.33244192
ENSDARG00000013628	1.7305991000000003	1.88096511	1.83086562	1.97876528	1.96284596	1.90414309	1.88917904	2.00372693	1.9590338	1.77284954	2.0825372	1.85999188
ENSDARG00000013653	0.51826419	0.48253847	0.43368255	0.3823684	0.45765261	0.36358231	0.43780684	0.42210661	0.35124162	0.43497453	0.28788188	0.45125478
ENSDARG00000013655	2.22924164	2.18609874	2.04561826	2.00469608	2.4664145	2.45414277	2.08729893	2.20074509	2.0067784	2.04828859	1.89820895	2.02568052
ENSDARG00000013669	-0.21443634	-0.12689576	-0.18131102	-0.19696985	-0.19946178	-0.19376960000000001	-0.12802370000000002	-0.09774708	-0.15707276	-0.29313163	-0.23643787	-0.23623196
ENSDARG00000013670	1.04835058	1.08243021	1.04991982	1.12016102	0.99281243	0.94557857	1.07341865	0.93388246	1.4493246000000002	1.03467348	1.15096077	0.98334633
ENSDARG00000013694	-0.0889743	-0.16682478	-0.10702645	-0.11104661	-0.13507236	-0.11665453	-0.11531978	-0.14860977	-0.10773295	-0.13688609	-0.12663901	-0.14406536
ENSDARG00000013704	-0.11745379	-0.13459792	-0.16067022	-0.15370988	-0.08229798	-0.12754841	-0.15733529	-0.10206517	-0.12627381	-0.08607509	-0.13317537	-0.07049764
ENSDARG00000013711	1.63483447	1.48015945	1.7081491000000002	1.48542743	1.46979239	1.26212193	1.81178763	1.42133787	1.59867866	1.73369871	1.00279297	1.72478299
ENSDARG00000013719	-0.21024334	-0.26426479	-0.21721875	-0.15945693	-0.15381979999999998	-0.14809439	-0.25988904	-0.18828006	-0.11787473	-0.22150382	-0.15220328	-0.23314338
ENSDARG00000013721	-0.20223732	-0.14239948	-0.12060098	-0.16091728	-0.17243334	-0.20165781	-0.16477314	-0.18973789	-0.11770776	-0.1853719	-0.15331132	-0.12881156
ENSDARG00000013726	-0.05478247	-0.08002367	-0.05364994	-0.08328358	-0.05931872	-0.05142641	-0.09552795	-0.04794394	-0.11897721	-0.05675117	-0.01569865	-0.08368072
ENSDARG00000013729	0.78836136	0.72531611	0.76728751	0.90801475	0.91472444	0.89640807	0.84438756	0.88347474	1.00179341	0.70624117	0.94976138	0.80627368
ENSDARG00000013732	1.30669546	1.28740739	1.37799283	1.3905211000000002	1.44220077	1.45138063	1.40262135	1.49755535	1.27990201	1.33502377	1.27014615	1.28212251
ENSDARG00000013741	0.32352099	0.43650769	0.54763682	0.67993858	0.41888872	0.45331868	0.46827131	0.47295917	0.67349783	0.20212049	0.52553994	0.34252248
ENSDARG00000013749	0.79551256	0.43645196	0.69985377	0.86287586	1.02180132	1.01171252	0.50953635	1.25259618	0.57399823	0.73432258	0.51434257	1.02229251
ENSDARG00000013750	0.09245847	-0.03158835	-0.03606743	0.04223593	0.06982673	0.10358466	-0.00922924	0.06046509	0.09403009	-0.00761161	-0.02134773	0.05133029
ENSDARG00000013752	0.25453084	-0.23737022	-0.22845977	-0.17127887	-0.09461835	0.17897668	-0.14207616	-0.06596564	-0.18994877	-0.15671356	-0.18192239999999998	-0.21900353
ENSDARG00000013763	0.68852118	0.43780076	0.51838819	0.27879704	0.55990979	0.69009428	0.55475492	0.51229316	0.61565839	0.61044317	0.42091653	0.6226651999999999
ENSDARG00000013771	1.37457508	0.90052034	0.82126354	1.44960143	1.79532383	1.96401343	0.87897903	1.94739247	1.40664853	1.32370196	1.45194187	1.24337365
ENSDARG00000013776	0.40529877	0.46533396	0.47289877	0.42382903	0.33781892	0.43008695	0.44960432	0.30354903	0.60171372	0.50778076	0.45165597	0.46546244
ENSDARG00000013777	1.81469791	1.65893346	1.77918663	1.89352307	1.74396431	1.77759335	1.77034602	1.76092901	1.51868587	1.86952974	1.7651143	1.99803069
ENSDARG00000013787	-0.23292935	-0.25278404	-0.26071604	-0.29005422	-0.30073229	-0.30543390000000004	-0.30099423	-0.27145282	-0.24042823	-0.26298802	-0.29650106	-0.26519539
ENSDARG00000013794	0.22350701	0.27026599	0.27055822	0.65599095	0.45960487	0.43740271	0.62996749	0.43818932	0.75093903	0.08427516	0.14894881	0.33941816
ENSDARG00000013795	0.06871633	-0.02876872	0.00208728	0.02748422	0.02094343	0.04776326	-0.01879751	0.05046708	0.01963961	0.07813493	0.03067163	0.16877761
ENSDARG00000013802	0.10936588	0.16156841	0.21029393	0.20093151	0.21417921	0.18156976	0.19809263	0.15816824	0.19698309	0.08978485	0.19817718	0.10334379
ENSDARG00000013822	1.30707599	1.40814195	1.3455431999999998	1.45847712	1.37815536	1.45343476	1.42223508	1.41384016	1.35350282	1.32789002	1.49236337	1.32387802
ENSDARG00000013830	-0.10970962	0.02807675	-0.10680666	0.23889756	0.37967957	0.32761627	-0.04945391	0.34911826	0.3732678	-0.07211059	0.29663908	-0.08902262
ENSDARG00000013838	0.71786497	0.37814722	0.42930999	0.27731079999999997	0.78262222	0.96155131	0.37898096	0.80400853	0.28721508	0.66847658	0.20825298	0.66948136
ENSDARG00000013839	-0.07300443	-0.04632261	-0.03806827	-0.04835904	-0.09864661	-0.13414611	-0.01602169	-0.05847712	-0.06170867	-0.048685900000000004	-0.0775212	-0.06144754
ENSDARG00000013842	-0.05259930000000001	-0.0434014	0.00771043	-0.13958004	-0.05409844	-0.0063214	-0.04867038	-0.01295965	-0.10288433	-0.03654737	-0.05048702	-0.00642079
ENSDARG00000013843	-0.20998716	-0.22294134	-0.27260915	-0.20077882	-0.19790817	-0.16602367	-0.17195235	-0.21731251	-0.24658659	-0.18112218	-0.20871017	-0.16138909
ENSDARG00000013845	0.01146582	-0.02943039	-0.04599008	0.071948	0.0581614	0.01151549	-0.02429241	0.03852178	0.03708038	-0.023622099999999997	0.026575400000000002	-0.07506325
ENSDARG00000013853	0.68263187	0.68253422	0.65634175	0.76691664	0.65521427	0.60802921	0.8052912	0.51313971	0.62492338	0.63157052	0.62950579	0.65384583
ENSDARG00000013855	-0.2075185	-0.21583341	-0.20438384	-0.22530659	-0.26801628	-0.20995189	-0.21922869	-0.24743729	-0.23078239	-0.21421636	-0.19920029	-0.19020479999999998
ENSDARG00000013856	-0.00458576	0.05167693	0.02483553	0.0162882	-0.07819215	-0.05304151	0.04790474	-0.01629985	0.01660017	0.04794304	0.04484473	0.06164563
ENSDARG00000013861	-0.15393928	-0.14362234	-0.17071227	-0.22407299	-0.32882699	-0.28583609	-0.11546729	-0.14861292	-0.1872466	-0.10418954	-0.21704084	-0.02666662
ENSDARG00000013863	1.0385636	1.08139347	1.09769616	1.14015771	1.1405638999999999	1.16995978	1.09875704	1.10250024	1.00882384	0.97904797	1.18156866	1.08308965
ENSDARG00000013880	0.91723137	1.07821462	1.07126557	1.44788393	1.30834592	1.19591228	1.24416713	1.25723261	1.25798861	0.95474407	1.21752872	1.06425336
ENSDARG00000013881	0.44697886	0.21822149	0.30119565	0.32367687	0.37802887	0.45884569	0.23508503	0.39561232	0.34578511	0.44604759	0.25733289	0.50357869
ENSDARG00000013926	0.22904996	0.04105268	0.00297787	0.09477239999999999	0.2449067	0.3291634	0.01251327	0.15525245	0.29460066	0.12040688	0.06687941	-0.00133042
ENSDARG00000013928	0.61958632	0.5818776	0.62351678	0.73123523	0.65544271	0.71301775	0.70308497	0.60417009	0.67432312	0.60302812	0.4967397	0.64403074
ENSDARG00000013931	2.37604895	2.40196215	2.61810921	2.42850264	2.30435853	2.31456339	2.61616923	2.27059491	2.20020132	2.32868493	2.29278902	2.42898075
ENSDARG00000013938	1.76365224	1.81373572	1.78307857	1.96614648	1.74357922	1.88573975	1.79133436	1.74000447	2.09008695	1.79048657	2.01510455	1.77663973
ENSDARG00000013946	0.25550985	0.43880772	0.34070986	0.2269292	0.48199059	0.6225407	0.21878723	0.37622718	0.30720359	0.16160161	0.18441563	0.14582768
ENSDARG00000013961	0.67780753	0.61794353	0.61480856	0.52562454	0.6295529000000001	0.63204122	0.59958	0.66426157	0.73493585	0.60045933	0.57025472	0.64626749
ENSDARG00000013965	0.69711778	0.61201219	0.6937226	0.63225166	0.62275389	0.65679491	0.63512717	0.62111497	0.75119557	0.61692364	0.69391649	0.65902851
ENSDARG00000013968	2.27365519	2.33612883	2.26680622	2.56616109	2.53642343	2.58445193	2.34343687	2.62232349	2.30889819	2.32928782	2.58343888	2.24601814
ENSDARG00000013973	0.46311419	0.63835162	0.7278295	0.64545711	0.46725405	0.51290746	0.69187409	0.56478125	0.65814899	0.4679161	0.61441047	0.55934
ENSDARG00000013976	1.52461723	1.29907364	1.27502657	1.56047951	1.63596114	1.51049941	1.27838365	1.46451919	1.79735815	1.40485865	1.47511619	1.39992286
ENSDARG00000013979	2.30594434	2.65260974	2.4509639	2.66552864	2.51881745	2.58674858	2.57958637	2.61257487	2.57302451	2.32388948	2.45305985	2.35057515
ENSDARG00000013990	0.60579335	0.52835311	0.59142289	0.31110974	0.29317722	0.43383671	0.55999514	0.37316253	0.39602085	0.59961192	0.296555	0.57451975
ENSDARG00000014003	0.87777037	0.93486457	1.05571522	1.11137163	0.98974962	0.90021255	1.01619425	1.07216662	1.09761721	0.91453246	1.01264364	0.95257087
ENSDARG00000014004	0.78773644	0.87709125	0.92860277	0.79270587	0.83746938	0.76700303	0.92549114	0.7761819999999999	0.85997486	0.77640969	0.68900794	0.79503492
ENSDARG00000014008	0.54381319	0.62687782	0.6199177	0.51905368	0.50851038	0.46091724	0.6314816999999999	0.52080753	0.69654384	0.50765561	0.60338411	0.55531861
