	7 days post-amputation dnHIF1a-expressing adult zebrafish, sample 3	Unamputated dnHIF1a-expressing adult zebrafish, sample 2	Unamputated dnHIF1a-expressing adult zebrafish, sample 1	Unamputated wildtype adult zebrafish, sample 3	7 days post-amputation wildtype adult zebrafish, sample 1	7 days post-amputation wildtype adult zebrafish, sample 3	Unamputated dnHIF1a-expressing adult zebrafish, sample 3	7 days post-amputation wildtype adult zebrafish, sample 2	Unamputated wildtype adult zebrafish, sample 1	7 days post-amputation dnHIF1a-expressing adult zebrafish, sample 1	Unamputated wildtype adult zebrafish, sample 2	7 days post-amputation dnHIF1a-expressing adult zebrafish, sample 2
ENSDARG00000036787	-0.17032255	-0.19472011	-0.24868245	-0.15898329	-0.18291435	-0.19974225	-0.2676131	-0.24011687	-0.13830287	-0.17997746	-0.14365094	-0.23128497
ENSDARG00000036811	1.01641335	1.01889236	1.11651966	1.09946143	0.95312699	1.10108039	1.11527192	0.97352941	1.48952759	1.0017243	1.22575505	1.14963624
ENSDARG00000036820	-0.03823724	-0.06065849	-0.10454693	-0.23982327	-0.17372078	-0.21660849	-0.03354971	-0.24249743	-0.23921533	-0.08640866	-0.21086111	-0.03919262
ENSDARG00000036831	0.55305691	0.6833554000000001	0.69087412	0.68524169	0.56488302	0.56812201	0.66547116	0.66285835	0.80452561	0.55815352	0.74899932	0.61196309
ENSDARG00000036833	-0.14200842	-0.20273434	-0.12438030000000001	-0.11456081	-0.15931788	-0.17967442	-0.22000885	-0.18181749	-0.14741011	-0.16753418	-0.15263561	-0.14243979999999998
ENSDARG00000036840	2.77782324	2.11356184	2.35009834	1.7416311999999998	3.23589561	3.03394287	2.09929408	3.17407873	1.48471964	2.66846097	1.64414896	2.66506008
ENSDARG00000036848	1.093344	1.2410001	0.83977784	0.93285876	1.47483521	1.36877621	1.10451561	1.53584883	0.76464133	0.7397423000000001	0.84306632	0.63700464
ENSDARG00000036855	-0.04354461	-0.07483048	-0.05590118	-0.04384548	-0.04242002	-0.02867336	-0.05050723	-0.06437564	-0.06125830000000001	-0.05218964	-0.081374	-0.07709053
ENSDARG00000036863	0.35917584	0.23423489	0.26189546	0.1832213	0.33153648	0.37490376	0.38720677	0.17533522	0.24855546	0.45512338	0.03758966	0.42316779
ENSDARG00000036868	0.17107568	0.10787743	0.10194585	0.09704289	0.18823193	0.20528117	0.13727276	0.15451668	0.13523615	0.11035039999999999	0.10911257	0.13121106
ENSDARG00000036870	0.24929108	0.25784939	0.29174878	0.26256949	0.27816857	0.27297224	0.27828624	0.28426437	0.30553389	0.25463515	0.24926107	0.28372264
ENSDARG00000036875	3.95436144	3.84960445	3.92171997	3.76369438	3.78617408	3.77024269	3.91693318	3.63224707	3.64385277	3.94331134	3.86410871	3.96156778
ENSDARG00000036888	0.02541292	0.00065938	0.01731815	0.26221205	0.22744339	0.30055257	0.08017633	0.23771129	0.27661889	-0.0264131	0.14793359	-0.03658038
ENSDARG00000036893	1.04284933	0.76785124	0.67421398	0.73551054	1.16373373	1.15987395	0.71304133	1.03689185	0.94238504	0.96860966	0.6381357	0.82593448
ENSDARG00000036903	-0.11107552	-0.11314687	-0.10334708	-0.11732848	-0.01982916	-0.0086959	-0.09708451	0.00147495	-0.15506992	-0.08874580000000001	-0.08980638	-0.09569037
ENSDARG00000036912	0.12667699	0.10223702	0.32576020000000006	0.61712049	0.80142597	0.8102312	0.16088956	0.61896429	0.50194026	0.26576656	0.68128931	0.10481691
ENSDARG00000036930	0.09906468	-0.007187600000000001	0.06508728	-0.02786652	0.12422770000000001	0.12845854	0.04861632	0.04992754	-0.01653763	0.07085636	0.02722912	0.10225439
ENSDARG00000036940	-0.12994791	-0.12241561	-0.2021592	-0.12410324	-0.12888845	-0.17240016	-0.2053948	-0.13786256	-0.18779533	-0.21402664	-0.17677989	-0.17115717
ENSDARG00000036942	0.10340776	0.00869515	0.04098317	0.02737767	0.13155129	0.28076831	0.01010542	0.22625873	0.07168453	0.16586111	-0.04634205	0.14887086
ENSDARG00000036966	0.46791747	0.3795115	0.35884494	0.10068196	0.70878373	0.72232401	0.34582164	0.59323698	0.30573316	0.48768448	0.2033957	0.47334652
ENSDARG00000036967	0.36975938	0.39156532	0.31268185	0.26289667	0.51523296	0.53312174	0.21675369	0.52127709	0.1942465	0.42284364	0.23073166	0.32863482
ENSDARG00000036985	-0.26082109	-0.29857934	-0.24687698	-0.22701713	-0.24018355	-0.27912533	-0.26223485	-0.2185735	-0.23544205	-0.2523976	-0.15480491	-0.22236125
ENSDARG00000036987	-0.22894875	-0.25725285	-0.25948172	-0.1828573	-0.22862021	-0.20633937	-0.20454218	-0.19072736	-0.21912564	-0.20181418	-0.21827813	-0.22354099
ENSDARG00000036994	0.54949991	0.45605233	0.42321751	0.62228111	0.58333424	0.58814789	0.52461135	0.54070888	0.64255027	0.49833861	0.48299183	0.54736176
ENSDARG00000036995	1.46941658	1.63991764	1.64717245	1.88827553	1.52324059	1.55606459	1.799495	1.63571768	1.99182598	1.4776837	2.05495236	1.46393227
ENSDARG00000037002	-0.20273016	-0.24708315	-0.19992818	-0.19937972	-0.22596978	-0.18235134	-0.22219828	-0.2608799	-0.20101668	-0.21594216	-0.18350217	-0.19451128
ENSDARG00000037012	1.25631521	1.88423156	1.62912373	1.43751304	1.18722366	1.28449652	1.29786627	1.00274575	1.36582534	1.22729559	1.19373764	1.08805612
ENSDARG00000037017	0.45695072	0.48673517	0.46675695	0.48438458	0.60184433	0.59234835	0.43801233	0.64890104	0.64560562	0.4323329000000001	0.47643215	0.37567575
ENSDARG00000037018	0.44471332	0.27483531	0.28424378	0.25035881	0.20542995	0.26669259	0.30901745	0.29811922	0.2763939	0.43822309	0.22473482	0.44039985
ENSDARG00000037020	0.20764505	0.14679385	0.19983594	0.15801445	0.09992946	0.13252251	0.20509823	0.17331514	0.14102177	0.1961536	0.17212775	0.24757524
ENSDARG00000037030	0.43205105	0.31040778	0.36121179	0.33219973	0.36111257	0.3493794	0.33378108	0.45117047	0.28577246	0.40651516	0.27401941	0.46211333
ENSDARG00000037038	1.41787396	1.45793166	1.44334848	1.36772749	1.36973197	1.40917538	1.47267217	1.30735469	1.48564241	1.40155993	1.36897714	1.41464395
ENSDARG00000037046	0.05564173	0.1180259	0.12177866	0.26253122	0.17004478	0.20078959	0.15938222	0.14055875	0.23220319	0.13854308	0.21840662	0.14847626
ENSDARG00000037061	0.67882858	0.57279056	0.59981796	0.97515428	0.84203576	0.84993438	0.43547581	0.82215785	0.88344432	0.59187729	0.83728797	0.633387
ENSDARG00000037071	3.42407165	3.43138763	3.49745782	3.12523561	3.01431215	3.02886369	3.55670728	2.95006713	3.0241221	3.32436438	3.10070018	3.51562225
ENSDARG00000037073	-0.07322452	0.01855987	-0.00263549	-0.09589583	-0.01791903	-0.02828212	-0.02410881	-0.05700267	-0.05148912	-0.06476498	-0.01235346	-0.0845395
ENSDARG00000037091	-0.27627278	-0.27064291	-0.30592597	-0.32393511	-0.28354515	-0.25875181	-0.25983347	-0.24036956	-0.24301653	-0.28612327	-0.25182664	-0.26414907
ENSDARG00000037100	0.09540919	0.14334459	0.14781377	0.04527656	0.07589915	0.11915065	0.11487153	0.05574154	0.13345977	0.14938149	0.07835543	0.02814955
ENSDARG00000037108	1.0335717	0.83405964	0.98163308	1.03312002	0.98643123	1.09721202	0.95217925	0.87888278	1.08422271	0.839556	1.0547665000000002	1.0146058
ENSDARG00000037109	0.15483621	0.20150191	0.28055749	0.22355702	0.21609332	0.24038228	0.24102873	0.13315758	0.59415701	0.16646908	0.36604489	0.15432295
ENSDARG00000037116	0.97721024	0.55791598	0.57399685	0.34128408	0.42907251	0.47715895	0.50922956	0.50363764	0.53980101	0.86858071	0.336838	0.97857536
ENSDARG00000037122	-0.07454693	-0.07958566	-0.09619069	-0.12692155	-0.11975185	-0.12775039	-0.10199975	-0.11478865	-0.05534319	-0.11977470000000001	-0.0216088	-0.11342026
ENSDARG00000037140	-0.12378687	-0.15137814	-0.14334558	-0.15973747	-0.19357284	-0.19270315	-0.09431924	-0.22927721	-0.18584289999999998	-0.12683687	-0.18120634	-0.11129798
ENSDARG00000037145	-0.15566612	-0.10277736	-0.12262326	-0.10499644	-0.16376401	-0.16850509	-0.1487039	-0.12011957	-0.16611251	-0.15409878	-0.22964706	-0.12148454
ENSDARG00000037153	0.90764538	0.90235736	0.79506768	0.83023336	1.13677941	1.14500598	0.70920627	1.13322411	0.90049155	0.95432944	0.65647385	0.85773659
ENSDARG00000037158	0.03537826	0.01364095	0.025941900000000004	0.00448945	-0.01928249	0.07798014	0.05604355	-0.05967480000000001	0.36446968	0.05674978	0.26671728	0.06490433
ENSDARG00000037177	0.45911834	0.60946824	0.63496692	0.51161973	0.52787046	0.57477348	0.61764894	0.57231159	0.73575189	0.53148636	0.59574478	0.53156729
ENSDARG00000037178	-0.20208686	-0.20102145	-0.23410572	-0.21458507	-0.2257022	-0.25838310000000003	-0.24725483	-0.20201070000000002	-0.17887992	-0.19786134	-0.17393423	-0.26012338
ENSDARG00000037182	0.25522764	0.20902694	0.36347418	0.40322091	0.46622269	0.32909789	0.26019696	0.39535315	0.43268163	0.20827824	0.33489217	0.18180318
ENSDARG00000037188	0.41682098	0.53580801	0.53718751	0.37900529	0.50786261	0.70177916	0.57694914	0.40566382	0.48699358	0.68619672	0.4945498	0.5393178000000001
ENSDARG00000037203	0.14200462	0.2384035	0.28538949	0.25389345	0.12906284	0.15336156	0.20206897	0.0842917	0.26839922	0.19599393	0.23160377	0.18764241
ENSDARG00000037238	0.55322244	0.5104613	0.54478703	0.45128305	0.61155566	0.50978151	0.53442473	0.62321718	0.56038452	0.50711863	0.38893767	0.4550692
ENSDARG00000037244	-0.0342908	-0.03230095	-0.01713491	-0.02962271	0.03278815	0.03998411	0.00210673	-0.02481427	-0.0165894	-0.05216628	-0.05743495	-0.08023469
ENSDARG00000037259	2.99711241	3.16123962	3.03054873	3.09667015	2.91315029	2.89864485	3.12129698	2.88195433	3.01214971	3.19347369	3.19825235	3.08186973
ENSDARG00000037260	0.05447089	-0.03330064	0.09675356	0.13333952	0.07657504	0.06431971	0.04647568	0.00757413	0.12238058	0.07922837	0.10105593	0.03736307
ENSDARG00000037261	1.13108905	1.01753147	1.07418254	1.07054716	1.11789177	1.18464827	1.00495639	1.07837614	1.19921721	1.12083149	1.07278922	1.06581172
ENSDARG00000037276	-0.21011591	-0.13692758	-0.13042461	-0.14979069	-0.15926948	-0.0908939	-0.12434019	-0.184423	-0.18967327	-0.13713529	-0.17988446	-0.15797075
ENSDARG00000037281	-0.15858997	-0.19212625	-0.14433829	-0.19369024	-0.16562087	-0.1994783	-0.10935155	-0.16828639	-0.16808526	-0.17051242	-0.15865772	-0.18705141
ENSDARG00000037283	0.28712942	0.34940869	0.41804929999999996	0.45743924	0.35778775	0.42199565	0.44488129	0.43262517	0.61689821	0.30143684	0.43364377	0.31650584
ENSDARG00000037284	1.59144954	1.77991143	1.76644979	1.77287718	1.60392876	1.64003182	1.86580324	1.59264592	1.99438414	1.69785774	1.80111296	1.70317769
ENSDARG00000037291	-0.05053676	0.10800167	0.01903296	0.05081583	-0.01440184	0.02146496	0.07606742	-0.09015826	0.19764515	-0.01640593	0.12332026	0.02862057
ENSDARG00000037307	0.25869425	-0.05900107	-0.03154825	0.0088823	0.34082405	0.46926413	-0.04715617	0.37182357	-0.00516943	0.24919659	-0.03626079	0.19649860000000002
ENSDARG00000037309	0.32754927	0.30600567	0.34877526	0.51449077	0.60447667	0.56526819	0.40529913	0.51883418	0.40218881	0.22207433	0.40753023	0.29292889
ENSDARG00000037318	1.18087289	1.12475452	1.15831779	1.14931552	1.09136105	1.23692037	1.18534321	0.98768807	1.22634204	1.11001726	1.02840109	1.11511759
ENSDARG00000037324	-0.060214800000000006	-0.052161400000000004	-0.11865327	-0.09338975	-0.07896966	-0.08572829	-0.17529214	-0.11143	-0.10923724	-0.05868934	-0.09047226	-0.04982781
ENSDARG00000037350	4.02085824	4.27732419	4.27454747	4.11044223	4.03618531	3.99629438	4.30066671	3.76067883	3.96179939	4.15354743	4.0674098	4.1461632
ENSDARG00000037353	0.09781019	0.13078923	0.2322016	0.13882783	0.21639666	0.14821369	0.12908271	0.21825318	0.17804091	0.15863528	0.12922585	0.16873311
ENSDARG00000037358	0.79658891	0.71611856	0.7119246	0.71957357	0.69813201	0.71923458	0.7286503000000001	0.73239546	0.8232116	0.89748944	0.62561752	0.82763709
ENSDARG00000037361	0.77450389	0.6819443000000001	0.65668734	0.62269392	0.8278492000000001	0.88026998	0.70841455	0.72334486	0.74770042	0.73596373	0.59798004	0.76734474
ENSDARG00000037363	0.24001785	0.11151674	0.16307583	0.03835977	0.15862318	0.21055852	0.08311166	0.21548330000000002	0.09116491	0.19351546	0.01379123	0.23428065
ENSDARG00000037378	0.16438573	0.13361727	0.11604365	0.10570584	0.16303875	0.24832637	0.14078967	0.18577263	0.16696516	0.14955864	0.22762749	0.10478068
ENSDARG00000037383	-0.3345774	-0.33633534	-0.3379027	-0.33469748	-0.36499558	-0.35965448	-0.32879664	-0.3286417	-0.33621504	-0.32955892	-0.28450693	-0.25935936
ENSDARG00000037393	2.08320925	1.41776873	1.42813203	1.42646669	1.75783003	1.69743743	1.32444137	1.87015496	1.20352432	2.262635	1.37176822	2.39468423
ENSDARG00000037397	-0.11322932	-0.02943404	0.03365284	-0.04209980000000001	-0.06928634	-0.01803291	-0.01228515	-0.12343967	0.07645637	-0.01979325	0.09340636	-0.03330902
ENSDARG00000037403	-0.07043044	-0.03104976	-0.08028555	0.15493262	0.23824641	0.14688685	-0.06529035	0.17272416	0.16987507	-0.04215683	0.16058039	-0.03181862
ENSDARG00000037405	-0.07894042	-0.08343937	-0.09177705	-0.02461952	-0.09731063	-0.07088257	-0.03491498	-0.04887078	-0.10209169	-0.07143681	-0.00502514	-0.10495295
ENSDARG00000037410	0.50120554	0.56332428	0.61604188	0.51441787	0.45281418	0.5084529000000001	0.54135328	0.43778834	0.75781238	0.5025042000000001	0.62751999	0.51540138
ENSDARG00000037421	-0.1210596	-0.13296433	-0.12098501	-0.07261016	-0.14010765	-0.07127824	-0.13458305	-0.09668439999999999	-0.13365543	-0.0973953	-0.14011812	-0.03766496
ENSDARG00000037429	-0.138318	-0.15865361	-0.1996406	-0.17035684	-0.24211106	-0.22569631	-0.24471718	-0.21477582	-0.23893913	-0.23713584	-0.18518081	-0.21443699
ENSDARG00000037433	0.66394301	0.61923694	0.69919239	0.66929993	0.62815776	0.65310019	0.64388407	0.73307097	0.67932906	0.61936388	0.6558102	0.60432974
ENSDARG00000037476	0.68438896	0.43656278	0.61702221	0.380405	0.53677117	0.70619903	0.53229418	0.56467681	0.51242331	0.45888759	0.32482599	0.76657164
ENSDARG00000037484	0.15478184	0.17222752	0.14947133	0.21257731	0.20782042	0.21261051	0.16154144	0.22395191	0.25652597	0.10051498	0.20971864	0.08997943
ENSDARG00000037488	1.65969727	1.72141235	1.77098881	1.66154732	1.62666726	1.71671548	1.76437922	1.58398069	1.9405988	1.7579346000000002	1.70633664	1.69969515
ENSDARG00000037491	-0.19014799	-0.2087464	-0.21928634	-0.21843248	-0.19489868	-0.24549605	-0.20957727	-0.17809951	-0.20141941	-0.21021641	-0.20860178	-0.20013144
ENSDARG00000037503	0.05471575	0.04838646	0.08436006	0.02771184	0.01588262	0.05649516	0.08525384	0.00469203	0.0826461	0.04665726	0.057310599999999996	0.05749617
ENSDARG00000037506	0.14759024	0.21932941	0.29345824	0.43449353	0.34015837	0.31597726	0.27569499999999997	0.35243719	0.34420138	0.24221469	0.36477064	0.12522215
ENSDARG00000037514	0.22635336	0.31718835	0.2911777	0.28717448	0.44846698	0.41003903	0.25281401	0.38302620000000004	0.30049021	0.24491761	0.33700615	0.23983867
ENSDARG00000037517	0.32666745	0.25671175	0.17683168	0.31475629	0.33003845	0.3757676	0.18821703	0.25317675	0.44405803	0.16530409	0.3243727	0.21702611
ENSDARG00000037528	-0.28443389	-0.34237626	-0.35867979	-0.35907193	-0.21982038	-0.18796265	-0.31534665	-0.30850096	-0.27667751	-0.26718679	-0.30111887	-0.32235441
ENSDARG00000037532	-0.13975038	-0.12073375	-0.10332144	-0.13509473	-0.13176464	-0.08526461	-0.12169804	-0.1124751	-0.11736518	-0.10568185	-0.08513918	-0.11906902
ENSDARG00000037551	-0.21697868	-0.17687282	-0.1587543	-0.22029385	-0.20103076	-0.21243938	-0.15577327	-0.25482875	-0.24721079999999998	-0.18714407	-0.23400723	-0.22219499
ENSDARG00000037555	0.17988366	0.09810435	0.06459644	-0.0783212	0.08094843	0.13906495	-0.07338539999999999	0.16273626	-0.09790104	0.11802957	-0.10706592	0.10592887
ENSDARG00000037556	0.54006032	0.6151307	0.63911589	0.57068773	0.66336618	0.63011203	0.58406453	0.58926658	0.62341312	0.53517389	0.57771398	0.46680967
ENSDARG00000037559	1.50871087	1.59369295	1.49642386	1.4940753999999998	1.26801514	1.38901903	1.52058013	1.38893747	1.61335818	1.57945482	1.6400797999999999	1.52302712
ENSDARG00000037560	0.46488621	0.57126802	0.53014772	0.4560635	0.43962378	0.45925232	0.55975868	0.47877559999999997	0.47028701	0.46852875	0.53459085	0.50747872
ENSDARG00000037574	0.26302051	0.25558959	0.23337758	0.16684424	0.25691149999999996	0.26253454	0.22694492	0.34002482	0.25030592	0.20480224	0.20825748	0.29878144
ENSDARG00000037589	0.62892936	0.64989229	0.71874364	0.75184967	0.71685269	0.6821169	0.68728228	0.68100212	0.65012181	0.64997628	0.65426617	0.70464551
ENSDARG00000037593	0.34307851	0.43341712	0.44506697	0.30267015	0.28798161	0.27885146	0.41698100000000005	0.31276691	0.22337673	0.32033653	0.31865933	0.40415073
ENSDARG00000037603	-0.07107794	-0.10478210000000002	-0.07708733	-0.07524707	-0.09795463	-0.10342792	-0.10476437	-0.12865917	-0.13675735	-0.07855273	-0.09066292	-0.09197053
ENSDARG00000037618	0.16846634	0.31869624	0.52531632	0.1956081	0.33886903	0.69734784	0.00633384	0.52799611	-0.02229018	-0.05348219	-0.07804583	-0.16808627
ENSDARG00000037628	0.30195982	0.3939268	0.32585992	0.23797338	0.2737956	0.30703966	0.39799305	0.21480306	0.30973806	0.36978586	0.18590426	0.36648379
ENSDARG00000037633	0.04373333	0.02220348	0.06535159	0.08516947	0.04611694	0.03615786	0.07258255	0.06806435	0.10643409	-0.02323906	0.00450395	0.00209894
ENSDARG00000037639	-0.18560191	-0.17534248	-0.1765146	-0.13872851	-0.16217366	-0.20878441	-0.16429151	-0.18517533	-0.08594734	-0.14720089	-0.1080413	-0.19173528
ENSDARG00000037640	-0.028969400000000003	-0.03151771	-0.00546169	0.01575893	0.05439169	0.26502157	0.00546939	0.06923689	0.03439645	0.00585932	0.1739915	-0.00177196
ENSDARG00000037647	0.34120103	0.5363173000000001	0.41267082	0.3730489	0.28997517	0.30760519	0.49196789	0.33444221	0.44054567	0.31165336	0.36949296	0.26110728
ENSDARG00000037652	-0.16289828	-0.21731845	-0.20110705	-0.18726844	-0.21488436	-0.25144883	-0.20428255	-0.20315442	-0.16517246	-0.1586441	-0.22157538	-0.20209085
ENSDARG00000037654	0.17559928	0.31156254	0.17026917	0.11778129	-0.04416495	0.08348307	0.21107135	-0.04417981	0.22555132	0.16558358	0.13956554	0.16103470000000003
ENSDARG00000037675	0.22351651	0.3873281	0.36121878	0.44172497	0.43457643	0.46564261	0.34998466	0.39515986	0.50260518	0.29865608	0.42368320000000004	0.19603081
ENSDARG00000037677	-0.16133832	-0.12901403	-0.14263605	-0.16198952	-0.1275557	-0.15831715	-0.16610903	-0.15181716	-0.16805469	-0.19443714	-0.18440481	-0.21243142
ENSDARG00000037708	-0.10627059	-0.00999336	0.19035298	0.01398538	0.03285852	0.02274763	0.04189922	0.00277231	0.18771907	-0.01114637	0.09533348	0.04340185
ENSDARG00000037713	1.18513051	1.07409779	1.23773367	1.23813817	1.07821925	1.15994805	1.09834161	1.11420693	1.18337073	0.99454119	1.03478375	1.0241154000000001
ENSDARG00000037739	0.32055231	0.33258644	0.34641647	0.30671937	0.35315846	0.34778465	0.35822393	0.31719633	0.29598274	0.37533987	0.36686239	0.3068183
ENSDARG00000037746	3.15249415	2.96150534	2.79877429	2.77316978	3.04297353	3.09314941	2.90440029	2.88696302	3.00634638	3.17294754	2.82298163	3.16378908
ENSDARG00000037773	0.22802758	0.23686041	0.25262758	0.15334457	0.23608954	0.18507018	0.31604052	0.18452615	0.19947522	0.15648296	0.10455071	0.16496333
ENSDARG00000037781	0.76119377	1.16240496	1.10031432	1.21865355	0.89524498	0.94810734	0.97989302	1.00499117	1.16258122	0.69493996	1.11138745	0.74522523
ENSDARG00000037782	-0.22789139	-0.25674610000000003	-0.27287396	-0.23051619	-0.22202199	-0.25244283	-0.24967249	-0.2498016	-0.24579395	-0.23530601	-0.18393963	-0.21916829
ENSDARG00000037783	0.96030866	0.89001049	0.91579707	1.14545371	1.18253726	1.18678732	0.85228221	1.30703823	0.93245556	0.86885472	0.99491918	0.90393958
ENSDARG00000037789	0.89093648	-0.17665436	-0.2106689	-0.19745649	0.13702166	0.6200716	-0.20339476	0.13330448	-0.21671058	-0.04327759	-0.21611526	-0.15175127
ENSDARG00000037790	-0.37043446	-0.39477436	-0.37441551	-0.37552444	-0.41427774	-0.3687559	-0.40904518	-0.42006436	-0.40844854	-0.39083304	-0.3562643	-0.37291833
ENSDARG00000037804	0.35262261	0.07594195	0.10319571	0.61477993	0.53493582	0.71916494	0.18481609	0.51003763	0.88160786	0.37872402	0.55026291	0.4178575
ENSDARG00000037835	0.51755974	0.57752062	0.70826466	0.6535167	0.56414396	0.61395543	0.6903293	0.56960026	0.70747782	0.42889586	0.68677424	0.56457938
ENSDARG00000037836	-0.03796944	0.03178471	-0.09235636	-0.0404866	-0.04048822	0.01861071	-0.07177001	-0.05623162	-0.02610139	-0.0657487	-0.013279599999999999	-0.0335146
ENSDARG00000037837	0.32249668	0.25837208	0.21004586	0.29768034	0.40934631	0.39252952	0.24001706	0.34239884	0.30074084	0.33040151	0.22151239999999997	0.16619821
ENSDARG00000037845	-0.18602017	-0.196304	-0.20889615	-0.21876686	-0.26564123	-0.20793297	-0.19716235	-0.23710433	-0.20672922	-0.22613350000000002	-0.23208636	-0.23196516
ENSDARG00000037846	1.14994479	1.13251869	1.05307088	1.09313493	1.04384013	1.18873499	1.15648666	0.99304268	1.51575302	1.07331433	1.1513339	1.07503534
ENSDARG00000037852	-0.02241152	-0.04653688	-0.03820716	-0.06646071	-0.07218371	-0.0420776	-0.05470995	-0.09488203	-0.07131432	-0.0532778	-0.06611222	-0.03135101
ENSDARG00000037855	1.27470767	1.23875119	1.20385691	1.23558746	1.37479893	1.39588015	1.23471702	1.2862453	1.21941262	1.23086658	1.20776767	1.17424025
ENSDARG00000037860	3.95714653	4.03989364	3.98180781	4.07295479	3.7002650999999998	3.71419708	4.04376659	3.79753773	3.88224337	3.91706405	4.15084726	3.95895279
ENSDARG00000037865	0.12358914	0.16884163	0.12416968	0.0627863	0.13199657	0.21793761	0.12756230000000002	0.18493553	0.14008599	0.11418622	0.03787033	0.05854092
ENSDARG00000037867	3.57007303	3.69135549	3.58230271	3.66368695	3.47924431	3.39997423	3.64889888	3.39431876	3.50019359	3.58415176	3.66799832	3.62506461
ENSDARG00000037870	3.99219758	3.780521	3.8253361000000004	3.75133038	3.91827907	3.86607306	4.01177262	3.93551275	3.68503613	3.92764544	3.70365139	4.08872549
ENSDARG00000037872	0.49773143	0.3929973	0.46667383	0.44272734	0.55888262	0.6606882	0.46372808	0.67437548	0.42208611	0.39081626	0.34155098	0.63679751
ENSDARG00000037873	-0.12177308	-0.19663339	-0.19433674	-0.09699113	-0.25070205	-0.24820308	-0.23403412	-0.16594579999999998	-0.22580066	-0.19531327	-0.19551058	-0.19712109
ENSDARG00000037879	2.0755223999999997	2.37390777	2.29925265	2.13677188	1.79123488	1.81900418	1.92694123	1.86756127	2.25189527	1.83729071	2.00233651	1.68744426
ENSDARG00000037883	0.41213531	0.37602742	0.2873396	0.31283715	0.4142938	0.41022932	0.32262679	0.41433580000000003	0.31087942	0.43452594	0.22178936	0.29356479
ENSDARG00000037891	0.71874035	0.72339741	0.80441219	0.71712952	0.69827984	0.71688651	0.73433497	0.7145946999999999	0.77665392	0.76308064	0.68429132	0.69557126
ENSDARG00000037892	0.03653344	-0.05789295	-0.08296395	-0.02430236	-0.03876364	-0.016466400000000003	-0.01548357	-0.052674	-0.06768146	-0.01949771	-0.13528804	-0.1083137
ENSDARG00000037909	0.21998890000000001	0.30646028	0.24325343	0.22657262	0.19740349	0.14198824	0.29761242	0.26946556	0.37489307	0.27126455	0.20061698	0.30082555
ENSDARG00000037910	0.37910379	0.2723755	0.27355465	0.31284467	0.52192631	0.63110608	0.22160444	0.6322985999999999	0.16489677	0.36710145	0.20304486	0.3506729
ENSDARG00000037919	0.26122321	0.24120402	0.21977207	0.21253188	0.29685417	0.28848689	0.17076865	0.27119274	0.26554258	0.28838045	0.29495291	0.29164122
ENSDARG00000037921	0.21337445	0.18020725	0.1977402	0.20197	0.21610186	0.35743252	0.19104024	0.20965933	0.19891555	0.20851225	0.19682641	0.25155407
ENSDARG00000037925	-0.23535402	-0.21596873	-0.27065043	-0.21877272	-0.23027196	-0.19798177	-0.29024442	-0.20106019	-0.24920401	-0.26122506	-0.23018624	-0.25850044
ENSDARG00000037928	0.56201474	0.50623429	0.5842147	0.60391346	0.61510575	0.59846283	0.55831023	0.6082936	0.59444232	0.5064048	0.60075295	0.52090436
ENSDARG00000037929	0.38677871	0.56293274	0.55938629	0.48863346	0.48216248	0.45463977	0.52746637	0.45936458	0.48997367	0.4385205	0.40372568	0.38085583
ENSDARG00000037930	0.01371671	0.11003213	0.13683504	0.07229556	0.03185739	0.10197418	0.11257628	-0.01474429	0.10559425	0.05389167	0.14671982	-0.01628508
ENSDARG00000037932	-0.18513457	-0.1654281	-0.23810035	-0.20054088	-0.17949709	-0.12127845	-0.20221536	-0.20528779	-0.26434309	-0.19297437	-0.23402851	-0.25534916
ENSDARG00000037935	0.07847523	0.12029221	0.15674901	0.09663845	0.14443117	0.15703911	0.13065726	0.10168375	0.15375892	0.10980810000000002	0.11362422	0.09619084
ENSDARG00000037941	-0.04109561	0.14672346	0.04748549	0.10502399	-0.0483467	-0.12513734	0.04637099	-0.04147946	-0.01595439	-0.07464612	-0.01880759	-0.10594834
ENSDARG00000037943	-0.13329142	-0.12091355	-0.13901836	-0.11747631	-0.09096886	-0.16772457	-0.11357776	-0.14037066	-0.18666951	-0.15058381	-0.09551399	-0.14361638
ENSDARG00000037946	-0.06927052	-0.04335038	-0.05351262	-0.02961702	-0.05984254	-0.0714707	-0.0080453	-0.08440094	-0.01846813	0.00627206	0.01055794	0.00100406
ENSDARG00000037955	0.29553504	0.34587436	0.33597244	0.46397555	0.31237943	0.31276225	0.34363720000000003	0.34999271	0.42127867	0.25846636	0.38296036	0.31702301
ENSDARG00000037958	0.59748234	0.66292788	0.71468223	0.73225564	0.62373695	0.67385745	0.70663549	0.75004917	0.67103345	0.48785885	0.58000406	0.649892
ENSDARG00000037960	0.78074956	0.67632526	0.70504289	0.513155	0.74554694	0.95416648	0.62893098	0.66506871	0.41078987	0.57018029	0.50875199	0.63804045
ENSDARG00000037961	0.11343556	0.19123087	0.14676673	0.05238418	0.17123554	0.34270415	0.27794802	0.14433678	0.18388428	0.07336115	0.15211036	0.0987771
ENSDARG00000037962	1.65751832	1.68735909	1.6359447	1.6313303	1.48786592	1.51618807	1.64893514	1.48817482	1.7260002	1.66357522	1.66779501	1.62848225
